"","Casual","Registered","Month","Day","Year","Hour","Holiday","WorkDay","Weather","Temp","TempFeel","Humidity","Windspeed","MonthName"
"3711",15,134,"6",3,"2011","12","0","1","1",0.88,0.8182,0.42,0.1343,"June"
"3712",20,116,"6",3,"2011","13","0","1","1",0.9,0.8485,0.42,0,"June"
"3713",44,111,"6",3,"2011","14","0","1","1",0.92,0.8788,0.4,0.2537,"June"
"3714",28,100,"6",3,"2011","15","0","1","1",0.92,0.8788,0.4,0.1642,"June"
"3715",34,199,"6",3,"2011","16","0","1","1",0.92,0.8788,0.4,0.2239,"June"
"3716",80,426,"6",3,"2011","17","0","1","1",0.92,0.8485,0.35,0.2239,"June"
"3717",61,398,"6",3,"2011","18","0","1","1",0.9,0.8182,0.37,0.2239,"June"
"3718",61,323,"6",3,"2011","19","0","1","1",0.82,0.803,0.59,0.1343,"June"
"3719",55,225,"6",3,"2011","20","0","1","1",0.8,0.7879,0.63,0.1343,"June"
"3720",34,168,"6",3,"2011","21","0","1","1",0.8,0.803,0.66,0.1343,"June"
"3721",37,139,"6",3,"2011","22","0","1","1",0.76,0.7424,0.75,0.1642,"June"
"3722",18,98,"6",3,"2011","23","0","1","1",0.76,0.7424,0.75,0.194,"June"
"3723",7,40,"6",4,"2011","0","0","1","2",0.74,0.7121,0.79,0.1343,"June"
"3724",3,13,"6",4,"2011","1","0","1","1",0.74,0.7121,0.79,0.1045,"June"
"3725",0,6,"6",4,"2011","2","0","1","2",0.72,0.7121,0.84,0.1642,"June"
"3726",0,2,"6",4,"2011","3","0","1","2",0.72,0.7121,0.84,0.1045,"June"
"3727",2,4,"6",4,"2011","4","0","1","2",0.72,0.697,0.79,0.0896,"June"
"3728",1,19,"6",4,"2011","5","0","1","2",0.7,0.6667,0.84,0,"June"
"3729",13,105,"6",4,"2011","6","0","1","2",0.72,0.7121,0.84,0.0896,"June"
"3730",31,283,"6",4,"2011","7","0","1","2",0.72,0.697,0.79,0.1343,"June"
"3731",32,400,"6",4,"2011","8","0","1","2",0.76,0.7273,0.7,0.1045,"June"
"3732",20,148,"6",4,"2011","9","0","1","1",0.84,0.7879,0.49,0,"June"
"3733",20,74,"6",4,"2011","10","0","1","1",0.86,0.8182,0.5,0.2836,"June"
"3734",36,82,"6",4,"2011","11","0","1","1",0.9,0.8485,0.42,0.2239,"June"
"3735",40,100,"6",4,"2011","12","0","1","1",0.92,0.8485,0.35,0.194,"June"
"3736",18,118,"6",4,"2011","13","0","1","1",0.9,0.8182,0.37,0.0896,"June"
"3737",25,93,"6",4,"2011","14","0","1","1",0.92,0.8788,0.4,0.194,"June"
"3738",18,86,"6",4,"2011","15","0","1","1",0.94,0.8333,0.31,0.1642,"June"
"3739",30,170,"6",4,"2011","16","0","1","1",0.92,0.8333,0.33,0.1343,"June"
"3740",54,355,"6",4,"2011","17","0","1","1",0.9,0.8182,0.37,0.2537,"June"
"3741",52,414,"6",4,"2011","18","0","1","1",0.88,0.803,0.39,0.2836,"June"
"3742",55,271,"6",4,"2011","19","0","1","2",0.84,0.7424,0.39,0.3284,"June"
"3743",40,214,"6",4,"2011","20","0","1","2",0.8,0.7273,0.43,0.194,"June"
"3744",29,142,"6",4,"2011","21","0","1","3",0.76,0.697,0.52,0,"June"
"3745",22,131,"6",4,"2011","22","0","1","2",0.74,0.6818,0.58,0.1642,"June"
"3746",15,82,"6",4,"2011","23","0","1","2",0.74,0.697,0.57,0.1642,"June"
"3747",8,61,"6",5,"2011","0","0","1","3",0.7,0.6515,0.65,0.2239,"June"
"3748",5,18,"6",5,"2011","1","0","1","3",0.7,0.6515,0.65,0.2239,"June"
"3749",6,7,"6",5,"2011","2","0","1","1",0.68,0.6364,0.69,0.1642,"June"
"3750",3,3,"6",5,"2011","3","0","1","1",0.68,0.6364,0.69,0.1642,"June"
"3751",0,4,"6",5,"2011","4","0","1","1",0.66,0.6061,0.78,0.1642,"June"
"3752",0,28,"6",5,"2011","5","0","1","1",0.66,0.6061,0.78,0.1642,"June"
"3753",10,94,"6",5,"2011","6","0","1","1",0.66,0.6061,0.78,0.0896,"June"
"3754",25,242,"6",5,"2011","7","0","1","1",0.72,0.6818,0.66,0.1045,"June"
"3755",29,423,"6",5,"2011","8","0","1","1",0.74,0.6818,0.58,0.1343,"June"
"3756",37,176,"6",5,"2011","9","0","1","1",0.76,0.697,0.55,0,"June"
"3757",23,88,"6",5,"2011","10","0","1","1",0.78,0.7121,0.52,0,"June"
"3758",46,107,"6",5,"2011","11","0","1","1",0.82,0.7576,0.46,0,"June"
"3759",40,167,"6",5,"2011","12","0","1","1",0.84,0.7576,0.44,0.1343,"June"
"3760",40,149,"6",5,"2011","13","0","1","1",0.84,0.7576,0.44,0.1045,"June"
"3761",44,121,"6",5,"2011","14","0","1","1",0.86,0.7727,0.39,0,"June"
"3762",49,163,"6",5,"2011","15","0","1","1",0.84,0.7576,0.44,0.1045,"June"
"3763",46,239,"6",5,"2011","16","0","1","1",0.82,0.7879,0.56,0.2985,"June"
"3764",63,454,"6",5,"2011","17","0","1","1",0.82,0.7727,0.52,0.2239,"June"
"3765",96,367,"6",5,"2011","18","0","1","1",0.8,0.7727,0.59,0.2239,"June"
"3766",61,245,"6",5,"2011","19","0","1","1",0.78,0.7424,0.59,0.194,"June"
"3767",53,197,"6",5,"2011","20","0","1","1",0.76,0.7121,0.62,0.1045,"June"
"3768",55,163,"6",5,"2011","21","0","1","1",0.76,0.7273,0.66,0.1343,"June"
"3769",40,145,"6",5,"2011","22","0","1","1",0.72,0.697,0.74,0.2537,"June"
"3770",36,110,"6",5,"2011","23","0","1","1",0.72,0.697,0.74,0.1642,"June"
"3771",28,89,"6",6,"2011","0","0","0","1",0.7,0.6667,0.79,0.1343,"June"
"3772",10,67,"6",6,"2011","1","0","0","1",0.7,0.6667,0.79,0.0896,"June"
"3773",10,50,"6",6,"2011","2","0","0","1",0.7,0.6667,0.79,0.1045,"June"
"3774",10,18,"6",6,"2011","3","0","0","1",0.68,0.6364,0.83,0.0896,"June"
"3775",4,9,"6",6,"2011","4","0","0","1",0.68,0.6364,0.79,0.0896,"June"
"3776",4,12,"6",6,"2011","5","0","0","1",0.68,0.6364,0.74,0.1343,"June"
"3777",9,31,"6",6,"2011","6","0","0","1",0.7,0.6515,0.61,0.1343,"June"
"3778",18,50,"6",6,"2011","7","0","0","1",0.72,0.6667,0.58,0.194,"June"
"3779",32,111,"6",6,"2011","8","0","0","1",0.74,0.6818,0.58,0.194,"June"
"3780",59,171,"6",6,"2011","9","0","0","1",0.74,0.6818,0.62,0.1343,"June"
"3781",91,173,"6",6,"2011","10","0","0","1",0.74,0.6818,0.58,0.1642,"June"
"3782",110,215,"6",6,"2011","11","0","0","1",0.76,0.7121,0.62,0.1343,"June"
"3783",112,235,"6",6,"2011","12","0","0","1",0.8,0.7576,0.55,0.2239,"June"
"3784",150,237,"6",6,"2011","13","0","0","1",0.8,0.7576,0.55,0.194,"June"
"3785",148,232,"6",6,"2011","14","0","0","1",0.82,0.7727,0.49,0.1045,"June"
"3786",142,232,"6",6,"2011","15","0","0","1",0.82,0.7727,0.49,0.1045,"June"
"3787",169,225,"6",6,"2011","16","0","0","2",0.8,0.7273,0.46,0.194,"June"
"3788",147,190,"6",6,"2011","17","0","0","2",0.74,0.6818,0.58,0.1642,"June"
"3789",131,155,"6",6,"2011","18","0","0","2",0.72,0.6818,0.62,0.1343,"June"
"3790",97,167,"6",6,"2011","19","0","0","1",0.7,0.6515,0.65,0.194,"June"
"3791",95,180,"6",6,"2011","20","0","0","1",0.68,0.6364,0.74,0.2537,"June"
"3792",76,144,"6",6,"2011","21","0","0","1",0.66,0.6212,0.74,0.2239,"June"
"3793",53,137,"6",6,"2011","22","0","0","1",0.66,0.6061,0.78,0.2239,"June"
"3794",24,107,"6",6,"2011","23","0","0","1",0.66,0.6212,0.74,0.1045,"June"
"3795",19,100,"6",0,"2011","0","0","0","1",0.66,0.6061,0.78,0.2239,"June"
"3796",19,74,"6",0,"2011","1","0","0","1",0.64,0.5758,0.83,0.1045,"June"
"3797",9,57,"6",0,"2011","2","0","0","1",0.64,0.5758,0.89,0.2537,"June"
"3798",8,20,"6",0,"2011","3","0","0","1",0.64,0.5758,0.89,0.2836,"June"
"3799",8,6,"6",0,"2011","4","0","0","1",0.62,0.5606,0.88,0.1642,"June"
"3800",5,5,"6",0,"2011","5","0","0","1",0.62,0.5606,0.88,0.2239,"June"
"3801",5,9,"6",0,"2011","6","0","0","1",0.62,0.5606,0.88,0.1045,"June"
"3802",7,27,"6",0,"2011","7","0","0","1",0.64,0.5909,0.78,0.1045,"June"
"3803",28,64,"6",0,"2011","8","0","0","1",0.7,0.6667,0.74,0,"June"
"3804",75,107,"6",0,"2011","9","0","0","1",0.72,0.6818,0.66,0,"June"
"3805",120,191,"6",0,"2011","10","0","0","1",0.76,0.7121,0.58,0.0896,"June"
"3806",131,236,"6",0,"2011","11","0","0","1",0.78,0.7273,0.55,0.1045,"June"
"3807",176,244,"6",0,"2011","12","0","0","1",0.82,0.7576,0.46,0,"June"
"3808",109,264,"6",0,"2011","13","0","0","1",0.78,0.7424,0.59,0.2836,"June"
"3809",96,219,"6",0,"2011","14","0","0","1",0.82,0.7879,0.56,0.2537,"June"
"3810",142,218,"6",0,"2011","15","0","0","1",0.8,0.7727,0.59,0.2985,"June"
"3811",115,235,"6",0,"2011","16","0","0","3",0.68,0.6364,0.83,0.2836,"June"
"3812",94,158,"6",0,"2011","17","0","0","3",0.68,0.6364,0.83,0.2836,"June"
"3813",69,187,"6",0,"2011","18","0","0","1",0.7,0.6667,0.74,0.1642,"June"
"3814",67,156,"6",0,"2011","19","0","0","1",0.7,0.6667,0.74,0.1045,"June"
"3815",62,144,"6",0,"2011","20","0","0","1",0.66,0.6061,0.83,0.1642,"June"
"3816",39,101,"6",0,"2011","21","0","0","1",0.66,0.6061,0.83,0.1045,"June"
"3817",31,97,"6",0,"2011","22","0","0","1",0.64,0.5758,0.83,0.1343,"June"
"3818",33,74,"6",0,"2011","23","0","0","1",0.64,0.5909,0.78,0.194,"June"
"3819",8,20,"6",1,"2011","0","0","1","1",0.64,0.5909,0.78,0.1343,"June"
"3820",6,10,"6",1,"2011","1","0","1","1",0.64,0.6061,0.73,0.2239,"June"
"3821",2,8,"6",1,"2011","2","0","1","1",0.62,0.5909,0.73,0.2836,"June"
"3822",1,6,"6",1,"2011","3","0","1","1",0.6,0.6061,0.6,0.4925,"June"
"3823",1,3,"6",1,"2011","4","0","1","1",0.56,0.5303,0.64,0.2985,"June"
"3824",2,27,"6",1,"2011","5","0","1","1",0.54,0.5152,0.64,0.3881,"June"
"3825",7,98,"6",1,"2011","6","0","1","1",0.54,0.5152,0.64,0.4179,"June"
"3826",26,302,"6",1,"2011","7","0","1","1",0.56,0.5303,0.56,0.3582,"June"
"3827",44,432,"6",1,"2011","8","0","1","1",0.58,0.5455,0.49,0.4478,"June"
"3828",35,189,"6",1,"2011","9","0","1","1",0.62,0.6212,0.46,0.3582,"June"
"3829",38,80,"6",1,"2011","10","0","1","1",0.64,0.6212,0.41,0.3284,"June"
"3830",53,106,"6",1,"2011","11","0","1","1",0.66,0.6212,0.41,0.2985,"June"
"3831",35,161,"6",1,"2011","12","0","1","1",0.66,0.6212,0.41,0.2836,"June"
"3832",53,174,"6",1,"2011","13","0","1","1",0.7,0.6364,0.37,0,"June"
"3833",55,145,"6",1,"2011","14","0","1","1",0.7,0.6364,0.34,0.2537,"June"
"3834",58,127,"6",1,"2011","15","0","1","1",0.7,0.6364,0.37,0.4478,"June"
"3835",64,262,"6",1,"2011","16","0","1","1",0.7,0.6364,0.37,0.4179,"June"
"3836",72,529,"6",1,"2011","17","0","1","1",0.7,0.6364,0.39,0.3284,"June"
"3837",76,510,"6",1,"2011","18","0","1","1",0.7,0.6364,0.37,0.3582,"June"
"3838",75,348,"6",1,"2011","19","0","1","1",0.66,0.6212,0.39,0.2836,"June"
"3839",78,253,"6",1,"2011","20","0","1","1",0.64,0.6212,0.44,0.2537,"June"
"3840",40,178,"6",1,"2011","21","0","1","1",0.64,0.6212,0.41,0.2537,"June"
"3841",20,114,"6",1,"2011","22","0","1","1",0.62,0.6212,0.46,0.2239,"June"
"3842",14,75,"6",1,"2011","23","0","1","1",0.62,0.6212,0.46,0.194,"June"
"3843",13,18,"6",2,"2011","0","0","1","1",0.6,0.6212,0.49,0.194,"June"
"3844",3,10,"6",2,"2011","1","0","1","1",0.6,0.6212,0.49,0.2537,"June"
"3845",2,8,"6",2,"2011","2","0","1","1",0.6,0.6212,0.49,0.2836,"June"
"3846",1,1,"6",2,"2011","3","0","1","1",0.58,0.5455,0.53,0.3284,"June"
"3847",0,3,"6",2,"2011","4","0","1","1",0.54,0.5152,0.6,0.2537,"June"
"3848",3,23,"6",2,"2011","5","0","1","1",0.54,0.5152,0.56,0.3284,"June"
"3849",6,107,"6",2,"2011","6","0","1","1",0.54,0.5152,0.56,0.2985,"June"
"3850",19,346,"6",2,"2011","7","0","1","1",0.56,0.5303,0.52,0.4179,"June"
"3851",45,441,"6",2,"2011","8","0","1","1",0.58,0.5455,0.49,0.3881,"June"
"3852",19,174,"6",2,"2011","9","0","1","1",0.62,0.6212,0.46,0.194,"June"
"3853",33,97,"6",2,"2011","10","0","1","1",0.62,0.6212,0.46,0.2239,"June"
"3854",40,103,"6",2,"2011","11","0","1","1",0.64,0.6212,0.41,0.2836,"June"
"3855",30,139,"6",2,"2011","12","0","1","1",0.64,0.6212,0.41,0.3582,"June"
"3856",33,176,"6",2,"2011","13","0","1","1",0.64,0.6212,0.44,0.2239,"June"
"3857",41,118,"6",2,"2011","14","0","1","2",0.64,0.6212,0.47,0.194,"June"
"3858",42,136,"6",2,"2011","15","0","1","1",0.64,0.6212,0.47,0.1642,"June"
"3859",51,279,"6",2,"2011","16","0","1","1",0.68,0.6364,0.41,0.194,"June"
"3860",85,484,"6",2,"2011","17","0","1","3",0.64,0.6212,0.5,0.2836,"June"
"3861",65,473,"6",2,"2011","18","0","1","1",0.62,0.6212,0.51,0.3284,"June"
"3862",51,335,"6",2,"2011","19","0","1","1",0.64,0.6212,0.5,0.3582,"June"
"3863",60,237,"6",2,"2011","20","0","1","1",0.6,0.6212,0.56,0.1642,"June"
"3864",37,206,"6",2,"2011","21","0","1","1",0.6,0.6212,0.56,0.2985,"June"
"3865",29,159,"6",2,"2011","22","0","1","1",0.58,0.5455,0.6,0.2239,"June"
"3866",19,91,"6",2,"2011","23","0","1","1",0.56,0.5303,0.68,0.2239,"June"
"3867",8,44,"6",3,"2011","0","0","1","1",0.56,0.5303,0.64,0.3582,"June"
"3868",0,14,"6",3,"2011","1","0","1","1",0.54,0.5152,0.64,0.2836,"June"
"3869",0,9,"6",3,"2011","2","0","1","1",0.52,0.5,0.63,0.2239,"June"
"3870",0,1,"6",3,"2011","3","0","1","1",0.5,0.4848,0.68,0.2537,"June"
"3871",0,4,"6",3,"2011","4","0","1","1",0.5,0.4848,0.63,0.2836,"June"
"3872",1,20,"6",3,"2011","5","0","1","1",0.48,0.4697,0.67,0.2836,"June"
"3873",11,110,"6",3,"2011","6","0","1","1",0.5,0.4848,0.63,0.2537,"June"
"3874",22,348,"6",3,"2011","7","0","1","1",0.54,0.5152,0.6,0.1343,"June"
"3875",53,445,"6",3,"2011","8","0","1","1",0.58,0.5455,0.53,0.1343,"June"
"3876",22,185,"6",3,"2011","9","0","1","1",0.6,0.6212,0.49,0,"June"
"3877",27,108,"6",3,"2011","10","0","1","1",0.64,0.6212,0.47,0.1642,"June"
"3878",49,115,"6",3,"2011","11","0","1","1",0.68,0.6364,0.36,0,"June"
"3879",33,178,"6",3,"2011","12","0","1","1",0.7,0.6364,0.34,0.2239,"June"
"3880",43,146,"6",3,"2011","13","0","1","1",0.74,0.6515,0.28,0.2836,"June"
"3881",50,128,"6",3,"2011","14","0","1","1",0.74,0.6515,0.28,0,"June"
"3882",33,131,"6",3,"2011","15","0","1","1",0.76,0.6667,0.27,0,"June"
"3883",47,265,"6",3,"2011","16","0","1","1",0.76,0.6667,0.27,0.1343,"June"
"3884",83,555,"6",3,"2011","17","0","1","1",0.74,0.6515,0.28,0.1045,"June"
"3885",80,527,"6",3,"2011","18","0","1","1",0.72,0.6515,0.32,0.1343,"June"
"3886",54,362,"6",3,"2011","19","0","1","1",0.7,0.6364,0.37,0.2836,"June"
"3887",57,273,"6",3,"2011","20","0","1","1",0.66,0.6212,0.44,0.1642,"June"
"3888",48,209,"6",3,"2011","21","0","1","1",0.64,0.6212,0.47,0.2239,"June"
"3889",31,144,"6",3,"2011","22","0","1","1",0.62,0.6212,0.5,0.1045,"June"
"3890",17,90,"6",3,"2011","23","0","1","1",0.62,0.6212,0.53,0,"June"
"3891",9,38,"6",4,"2011","0","0","1","1",0.6,0.6212,0.56,0.1045,"June"
"3892",4,13,"6",4,"2011","1","0","1","1",0.58,0.5455,0.6,0,"June"
"3893",1,4,"6",4,"2011","2","0","1","1",0.6,0.6212,0.56,0.0896,"June"
"3894",0,4,"6",4,"2011","3","0","1","2",0.56,0.5303,0.73,0.0896,"June"
"3895",0,6,"6",4,"2011","4","0","1","2",0.56,0.5303,0.68,0.1045,"June"
"3896",7,18,"6",4,"2011","5","0","1","1",0.6,0.6061,0.64,0.194,"June"
"3897",8,104,"6",4,"2011","6","0","1","3",0.58,0.5455,0.73,0.1642,"June"
"3898",16,172,"6",4,"2011","7","0","1","3",0.56,0.5303,0.78,0.1642,"June"
"3899",24,364,"6",4,"2011","8","0","1","2",0.6,0.5909,0.69,0.1343,"June"
"3900",29,232,"6",4,"2011","9","0","1","2",0.62,0.6061,0.65,0.194,"June"
"3901",18,103,"6",4,"2011","10","0","1","2",0.66,0.6212,0.61,0.2537,"June"
"3902",33,117,"6",4,"2011","11","0","1","2",0.68,0.6364,0.61,0.2985,"June"
"3903",41,165,"6",4,"2011","12","0","1","1",0.72,0.6667,0.54,0.3881,"June"
"3904",37,114,"6",4,"2011","13","0","1","2",0.72,0.6667,0.54,0.2537,"June"
"3905",39,114,"6",4,"2011","14","0","1","2",0.72,0.6667,0.54,0.3284,"June"
"3906",32,127,"6",4,"2011","15","0","1","2",0.7,0.6515,0.61,0.2985,"June"
"3907",36,258,"6",4,"2011","16","0","1","3",0.66,0.6212,0.69,0.194,"June"
"3908",42,230,"6",4,"2011","17","0","1","2",0.64,0.5909,0.78,0.1045,"June"
"3909",26,299,"6",4,"2011","18","0","1","1",0.64,0.5758,0.83,0.2239,"June"
"3910",58,269,"6",4,"2011","19","0","1","1",0.62,0.5758,0.83,0.2836,"June"
"3911",25,176,"6",4,"2011","20","0","1","1",0.62,0.5758,0.83,0.3284,"June"
"3912",34,154,"6",4,"2011","21","0","1","3",0.62,0.5758,0.83,0.2537,"June"
"3913",24,127,"6",4,"2011","22","0","1","3",0.62,0.5758,0.83,0.2537,"June"
"3914",2,14,"6",4,"2011","23","0","1","3",0.6,0.5606,0.83,0.2537,"June"
"3915",3,21,"6",5,"2011","0","0","1","1",0.56,0.5303,0.88,0.0896,"June"
"3916",4,19,"6",5,"2011","1","0","1","1",0.56,0.5303,0.94,0.1343,"June"
"3917",2,11,"6",5,"2011","2","0","1","1",0.56,0.5303,0.94,0.1045,"June"
"3918",1,5,"6",5,"2011","3","0","1","1",0.56,0.5303,0.94,0.1045,"June"
"3919",1,5,"6",5,"2011","4","0","1","1",0.54,0.5152,0.94,0.1343,"June"
"3920",1,12,"6",5,"2011","5","0","1","1",0.54,0.5152,1,0,"June"
"3921",8,89,"6",5,"2011","6","0","1","1",0.56,0.5303,0.94,0,"June"
"3922",25,225,"6",5,"2011","7","0","1","1",0.6,0.5606,0.83,0,"June"
"3923",28,426,"6",5,"2011","8","0","1","2",0.6,0.5606,0.83,0,"June"
"3924",28,196,"6",5,"2011","9","0","1","1",0.7,0.6515,0.58,0.194,"June"
"3925",44,126,"6",5,"2011","10","0","1","1",0.7,0.6515,0.58,0.194,"June"
"3926",43,138,"6",5,"2011","11","0","1","1",0.68,0.6364,0.69,0.2537,"June"
"3927",49,194,"6",5,"2011","12","0","1","1",0.7,0.6515,0.65,0.2537,"June"
"3928",48,156,"6",5,"2011","13","0","1","1",0.74,0.6818,0.62,0.2836,"June"
"3929",73,142,"6",5,"2011","14","0","1","1",0.76,0.697,0.52,0.194,"June"
"3930",62,181,"6",5,"2011","15","0","1","1",0.78,0.697,0.43,0.2239,"June"
"3931",69,286,"6",5,"2011","16","0","1","1",0.76,0.6818,0.45,0.1642,"June"
"3932",85,467,"6",5,"2011","17","0","1","3",0.76,0.6818,0.4,0.194,"June"
"3933",62,388,"6",5,"2011","18","0","1","3",0.76,0.6818,0.4,0.194,"June"
"3934",53,275,"6",5,"2011","19","0","1","3",0.64,0.5758,0.83,0.2537,"June"
"3935",40,192,"6",5,"2011","20","0","1","1",0.64,0.5909,0.78,0.1045,"June"
"3936",49,159,"6",5,"2011","21","0","1","1",0.64,0.5909,0.78,0.0896,"June"
"3937",48,127,"6",5,"2011","22","0","1","1",0.62,0.5606,0.88,0.1343,"June"
"3938",37,141,"6",5,"2011","23","0","1","1",0.62,0.5758,0.83,0.1343,"June"
"3939",21,83,"6",6,"2011","0","0","0","1",0.62,0.5606,0.88,0.1343,"June"
"3940",15,80,"6",6,"2011","1","0","0","1",0.62,0.5758,0.83,0.1045,"June"
"3941",16,37,"6",6,"2011","2","0","0","1",0.6,0.5455,0.88,0,"June"
"3942",4,16,"6",6,"2011","3","0","0","1",0.6,0.5455,0.88,0.0896,"June"
"3943",1,4,"6",6,"2011","4","0","0","1",0.6,0.5455,0.88,0.0896,"June"
"3944",1,6,"6",6,"2011","5","0","0","1",0.62,0.5758,0.83,0,"June"
"3945",9,18,"6",6,"2011","6","0","0","1",0.62,0.5758,0.83,0.1045,"June"
"3946",12,45,"6",6,"2011","7","0","0","1",0.64,0.5909,0.78,0.1343,"June"
"3947",28,103,"6",6,"2011","8","0","0","1",0.66,0.6061,0.78,0.0896,"June"
"3948",62,156,"6",6,"2011","9","0","0","1",0.7,0.6515,0.61,0.2239,"June"
"3949",68,176,"6",6,"2011","10","0","0","1",0.72,0.6818,0.62,0.194,"June"
"3950",134,270,"6",6,"2011","11","0","0","1",0.72,0.6818,0.62,0.1343,"June"
"3951",162,258,"6",6,"2011","12","0","0","1",0.74,0.697,0.66,0.0896,"June"
"3952",135,192,"6",6,"2011","13","0","0","1",0.76,0.697,0.55,0,"June"
"3953",138,196,"6",6,"2011","14","0","0","2",0.8,0.7273,0.46,0.2836,"June"
"3954",153,214,"6",6,"2011","15","0","0","2",0.82,0.7576,0.46,0.1343,"June"
"3955",193,275,"6",6,"2011","16","0","0","2",0.76,0.697,0.52,0.2239,"June"
"3956",210,239,"6",6,"2011","17","0","0","2",0.76,0.6818,0.48,0.1642,"June"
"3957",118,263,"6",6,"2011","18","0","0","2",0.74,0.6818,0.55,0.194,"June"
"3958",99,227,"6",6,"2011","19","0","0","2",0.74,0.6667,0.51,0.1045,"June"
"3959",61,127,"6",6,"2011","20","0","0","2",0.72,0.6667,0.58,0.1343,"June"
"3960",58,125,"6",6,"2011","21","0","0","2",0.72,0.6818,0.66,0.1045,"June"
"3961",56,105,"6",6,"2011","22","0","0","2",0.72,0.6818,0.62,0.1343,"June"
"3962",53,97,"6",6,"2011","23","0","0","2",0.72,0.6818,0.62,0,"June"
"3963",18,71,"6",0,"2011","0","0","0","1",0.7,0.6515,0.65,0,"June"
"3964",17,59,"6",0,"2011","1","0","0","2",0.7,0.6515,0.65,0.0896,"June"
"3965",13,59,"6",0,"2011","2","0","0","1",0.68,0.6364,0.74,0.0896,"June"
"3966",14,16,"6",0,"2011","3","0","0","2",0.66,0.6061,0.78,0.1343,"June"
"3967",7,10,"6",0,"2011","4","0","0","2",0.66,0.6212,0.74,0.1343,"June"
"3968",7,12,"6",0,"2011","5","0","0","2",0.66,0.6061,0.78,0,"June"
"3969",11,22,"6",0,"2011","6","0","0","2",0.66,0.6061,0.78,0.1642,"June"
"3970",35,36,"6",0,"2011","7","0","0","2",0.66,0.6061,0.78,0.1642,"June"
"3971",25,59,"6",0,"2011","8","0","0","3",0.68,0.6364,0.74,0.1045,"June"
"3972",58,111,"6",0,"2011","9","0","0","2",0.68,0.6364,0.74,0.1045,"June"
"3973",86,158,"6",0,"2011","10","0","0","2",0.7,0.6515,0.61,0.1045,"June"
"3974",141,236,"6",0,"2011","11","0","0","2",0.72,0.6667,0.58,0.0896,"June"
"3975",141,255,"6",0,"2011","12","0","0","2",0.74,0.6818,0.55,0.0896,"June"
"3976",149,214,"6",0,"2011","13","0","0","2",0.74,0.6667,0.51,0,"June"
"3977",124,193,"6",0,"2011","14","0","0","3",0.74,0.6818,0.58,0.1045,"June"
"3978",146,216,"6",0,"2011","15","0","0","2",0.74,0.6818,0.55,0.1045,"June"
"3979",121,257,"6",0,"2011","16","0","0","2",0.76,0.6818,0.48,0,"June"
"3980",159,238,"6",0,"2011","17","0","0","1",0.74,0.6667,0.51,0,"June"
"3981",78,218,"6",0,"2011","18","0","0","2",0.74,0.6818,0.58,0.0896,"June"
"3982",94,217,"6",0,"2011","19","0","0","1",0.72,0.6818,0.62,0.1343,"June"
"3983",86,146,"6",0,"2011","20","0","0","1",0.7,0.6515,0.7,0.194,"June"
"3984",57,110,"6",0,"2011","21","0","0","1",0.68,0.6364,0.79,0.1343,"June"
"3985",38,114,"6",0,"2011","22","0","0","1",0.66,0.6061,0.78,0.2239,"June"
"3986",14,78,"6",0,"2011","23","0","0","1",0.66,0.6061,0.78,0.194,"June"
"3987",7,19,"6",1,"2011","0","0","1","1",0.66,0.6061,0.83,0.1642,"June"
"3988",9,3,"6",1,"2011","1","0","1","1",0.64,0.5758,0.89,0.0896,"June"
"3989",2,0,"6",1,"2011","2","0","1","1",0.64,0.5758,0.89,0.0896,"June"
"3990",1,0,"6",1,"2011","3","0","1","3",0.64,0.5758,0.89,0,"June"
"3991",1,2,"6",1,"2011","4","0","1","3",0.62,0.5606,0.88,0.1642,"June"
"3992",0,3,"6",1,"2011","5","0","1","3",0.62,0.5758,0.83,0.1343,"June"
"3993",1,25,"6",1,"2011","6","0","1","3",0.6,0.5758,0.78,0.1343,"June"
"3994",0,46,"6",1,"2011","7","0","1","3",0.56,0.5303,0.88,0.194,"June"
"3995",12,209,"6",1,"2011","8","0","1","3",0.56,0.5303,0.83,0.194,"June"
"3996",19,200,"6",1,"2011","9","0","1","2",0.6,0.5758,0.78,0.2537,"June"
"3997",33,58,"6",1,"2011","10","0","1","2",0.6,0.5758,0.78,0.2537,"June"
"3998",27,67,"6",1,"2011","11","0","1","2",0.6,0.5758,0.78,0.1045,"June"
"3999",33,129,"6",1,"2011","12","0","1","2",0.62,0.6061,0.69,0.1045,"June"
"4000",50,129,"6",1,"2011","13","0","1","1",0.64,0.6061,0.65,0.1045,"June"
"4001",45,130,"6",1,"2011","14","0","1","1",0.66,0.6212,0.61,0.1045,"June"
"4002",66,139,"6",1,"2011","15","0","1","1",0.66,0.6212,0.61,0.1343,"June"
"4003",61,238,"6",1,"2011","16","0","1","1",0.7,0.6515,0.58,0.1642,"June"
"4004",81,484,"6",1,"2011","17","0","1","1",0.7,0.6515,0.54,0,"June"
"4005",64,474,"6",1,"2011","18","0","1","1",0.7,0.6515,0.61,0.2537,"June"
"4006",62,369,"6",1,"2011","19","0","1","1",0.66,0.6212,0.65,0.2239,"June"
"4007",52,264,"6",1,"2011","20","0","1","1",0.66,0.6212,0.69,0.2239,"June"
"4008",39,167,"6",1,"2011","21","0","1","1",0.64,0.6061,0.73,0.1642,"June"
"4009",24,106,"6",1,"2011","22","0","1","2",0.64,0.6061,0.73,0.2239,"June"
