Registered,Date,Year,Month,Day,Hour,Holiday,WorkDay,Weather,Temp,TempFeel,Humidity,Windspeed,Casual
17,7/22/11,2011,7,5,5,0,1,1,0.74,0.7121,0.79,0.1045,2
83,7/22/11,2011,7,5,6,0,1,1,0.76,0.7424,0.75,0.0896,13
232,7/22/11,2011,7,5,7,0,1,2,0.8,0.803,0.66,0.1045,20
292,7/22/11,2011,7,5,8,0,1,2,0.84,0.8485,0.63,0.1642,30
177,7/22/11,2011,7,5,9,0,1,1,0.86,0.8939,0.63,0.0896,31
83,7/22/11,2011,7,5,10,0,1,1,0.9,0.9242,0.53,0.0896,32
86,7/22/11,2011,7,5,11,0,1,1,0.9,0.8939,0.5,0.1045,23
95,7/22/11,2011,7,5,12,0,1,1,0.94,0.9545,0.48,0.1642,20
98,7/22/11,2011,7,5,13,0,1,1,0.94,0.9848,0.51,0.1642,25
77,7/22/11,2011,7,5,14,0,1,1,0.96,1,0.48,0.2985,24
101,7/22/11,2011,7,5,15,0,1,1,0.94,0.9848,0.51,0.2985,32
153,7/22/11,2011,7,5,16,0,1,3,0.9,0.8333,0.39,0.2985,29
271,7/22/11,2011,7,5,17,0,1,1,0.88,0.8485,0.47,0.1045,35
250,7/22/11,2011,7,5,18,0,1,1,0.9,0.8182,0.37,0.1642,34
210,7/22/11,2011,7,5,19,0,1,2,0.86,0.7879,0.41,0.1045,40
166,7/22/11,2011,7,5,20,0,1,1,0.84,0.8182,0.56,0,46
152,7/22/11,2011,7,5,21,0,1,1,0.82,0.803,0.59,0.0896,38
105,7/22/11,2011,7,5,22,0,1,2,0.84,0.7879,0.49,0.0896,44
84,7/22/11,2011,7,5,23,0,1,1,0.8,0.7879,0.63,0.194,19
85,7/23/11,2011,7,6,0,0,0,1,0.82,0.7879,0.56,0,16
57,7/23/11,2011,7,6,1,0,0,1,0.82,0.7727,0.52,0.1045,13
48,7/23/11,2011,7,6,2,0,0,1,0.82,0.7727,0.52,0,13
16,7/23/11,2011,7,6,3,0,0,1,0.78,0.7576,0.66,0.0896,6
4,7/23/11,2011,7,6,4,0,0,1,0.76,0.7273,0.66,0.1045,5
6,7/23/11,2011,7,6,5,0,0,1,0.76,0.7121,0.62,0.1343,1
19,7/23/11,2011,7,6,6,0,0,1,0.8,0.7424,0.52,0.1343,6
38,7/23/11,2011,7,6,7,0,0,1,0.8,0.7424,0.52,0.1045,7
85,7/23/11,2011,7,6,8,0,0,1,0.84,0.7879,0.49,0.2537,24
102,7/23/11,2011,7,6,9,0,0,1,0.84,0.7879,0.49,0.1642,30
137,7/23/11,2011,7,6,10,0,0,1,0.86,0.7879,0.41,0.2239,61
154,7/23/11,2011,7,6,11,0,0,1,0.9,0.8182,0.37,0.194,62
164,7/23/11,2011,7,6,12,0,0,1,0.92,0.8636,0.37,0.1045,71
167,7/23/11,2011,7,6,13,0,0,1,0.94,0.8788,0.38,0.1642,78
152,7/23/11,2011,7,6,14,0,0,1,0.92,0.8939,0.42,0,84
137,7/23/11,2011,7,6,15,0,0,1,0.94,0.8788,0.38,0,78
151,7/23/11,2011,7,6,16,0,0,1,0.94,0.8788,0.38,0.1343,70
127,7/23/11,2011,7,6,17,0,0,1,0.94,0.8788,0.38,0.1343,70
134,7/23/11,2011,7,6,18,0,0,1,0.92,0.8788,0.4,0.2239,62
137,7/23/11,2011,7,6,19,0,0,2,0.82,0.803,0.59,0.1343,80
98,7/23/11,2011,7,6,20,0,0,1,0.82,0.803,0.59,0.2239,47
115,7/23/11,2011,7,6,21,0,0,1,0.82,0.803,0.59,0.2239,39
88,7/23/11,2011,7,6,22,0,0,1,0.8,0.7727,0.59,0.194,37
77,7/23/11,2011,7,6,23,0,0,1,0.8,0.7727,0.59,0.1045,27
77,7/24/11,2011,7,0,0,0,0,1,0.8,0.7727,0.59,0.1045,42
63,7/24/11,2011,7,0,1,0,0,1,0.78,0.7576,0.66,0.1045,33
48,7/24/11,2011,7,0,2,0,0,1,0.8,0.7879,0.63,0.0896,12
20,7/24/11,2011,7,0,3,0,0,1,0.8,0.7879,0.63,0.0896,17
5,7/24/11,2011,7,0,4,0,0,1,0.78,0.7576,0.66,0.1045,1
3,7/24/11,2011,7,0,5,0,0,1,0.78,0.7576,0.66,0.0896,5
13,7/24/11,2011,7,0,6,0,0,2,0.8,0.7879,0.63,0.0896,9
29,7/24/11,2011,7,0,7,0,0,1,0.8,0.7727,0.59,0.1343,6
82,7/24/11,2011,7,0,8,0,0,1,0.82,0.7879,0.56,0.2836,22
112,7/24/11,2011,7,0,9,0,0,1,0.82,0.7879,0.56,0.3881,42
165,7/24/11,2011,7,0,10,0,0,1,0.86,0.8182,0.5,0.3284,61
169,7/24/11,2011,7,0,11,0,0,1,0.84,0.803,0.53,0.2537,74
161,7/24/11,2011,7,0,12,0,0,1,0.9,0.8636,0.45,0.1642,85
162,7/24/11,2011,7,0,13,0,0,1,0.86,0.803,0.47,0.2239,90
204,7/24/11,2011,7,0,14,0,0,1,0.86,0.8182,0.5,0.2836,79
170,7/24/11,2011,7,0,15,0,0,1,0.9,0.8485,0.42,0.2537,68
187,7/24/11,2011,7,0,16,0,0,1,0.9,0.8485,0.42,0.2537,62
174,7/24/11,2011,7,0,17,0,0,1,0.9,0.8333,0.39,0.1045,75
176,7/24/11,2011,7,0,18,0,0,1,0.88,0.8182,0.42,0.1642,67
170,7/24/11,2011,7,0,19,0,0,1,0.86,0.803,0.47,0.1642,70
143,7/24/11,2011,7,0,20,0,0,1,0.84,0.7879,0.49,0.1642,52
111,7/24/11,2011,7,0,21,0,0,1,0.8,0.7879,0.63,0.1343,42
75,7/24/11,2011,7,0,22,0,0,1,0.78,0.7576,0.66,0,23
37,7/24/11,2011,7,0,23,0,0,2,0.76,0.7273,0.7,0.0896,13
17,7/25/11,2011,7,1,0,0,1,2,0.76,0.7273,0.7,0,17
8,7/25/11,2011,7,1,1,0,1,2,0.76,0.7424,0.75,0.0896,4
3,7/25/11,2011,7,1,2,0,1,2,0.74,0.7121,0.79,0.0896,3
2,7/25/11,2011,7,1,3,0,1,1,0.74,0.7121,0.79,0,2
6,7/25/11,2011,7,1,4,0,1,1,0.72,0.7121,0.84,0.0896,0
22,7/25/11,2011,7,1,5,0,1,1,0.72,0.7121,0.84,0.0896,2
100,7/25/11,2011,7,1,6,0,1,2,0.72,0.7121,0.84,0.0896,7
257,7/25/11,2011,7,1,7,0,1,2,0.74,0.7121,0.79,0,20
353,7/25/11,2011,7,1,8,0,1,2,0.76,0.7424,0.75,0,34
124,7/25/11,2011,7,1,9,0,1,1,0.8,0.803,0.66,0,11
54,7/25/11,2011,7,1,10,0,1,1,0.82,0.803,0.59,0,30
83,7/25/11,2011,7,1,11,0,1,2,0.84,0.8333,0.59,0.194,24
50,7/25/11,2011,7,1,12,0,1,2,0.84,0.8333,0.59,0.194,17
64,7/25/11,2011,7,1,13,0,1,2,0.74,0.7121,0.74,0.1343,14
62,7/25/11,2011,7,1,14,0,1,2,0.72,0.697,0.79,0.194,28
96,7/25/11,2011,7,1,15,0,1,1,0.7,0.6667,0.84,0.3881,16
161,7/25/11,2011,7,1,16,0,1,1,0.7,0.6667,0.84,0.2239,37
437,7/25/11,2011,7,1,17,0,1,1,0.72,0.697,0.74,0,48
473,7/25/11,2011,7,1,18,0,1,1,0.74,0.7121,0.74,0.0896,60
324,7/25/11,2011,7,1,19,0,1,1,0.74,0.697,0.7,0.0896,62
247,7/25/11,2011,7,1,20,0,1,1,0.72,0.697,0.74,0.1343,55
153,7/25/11,2011,7,1,21,0,1,1,0.7,0.6667,0.84,0,41
112,7/25/11,2011,7,1,22,0,1,1,0.7,0.6667,0.84,0,13
64,7/25/11,2011,7,1,23,0,1,1,0.7,0.6667,0.84,0.0896,23
20,7/26/11,2011,7,2,0,0,1,1,0.7,0.6667,0.79,0.1045,8
6,7/26/11,2011,7,2,1,0,1,1,0.7,0.6667,0.79,0.1045,6
6,7/26/11,2011,7,2,2,0,1,1,0.68,0.6364,0.89,0.1045,1
2,7/26/11,2011,7,2,3,0,1,1,0.68,0.6364,0.89,0.1343,2
6,7/26/11,2011,7,2,4,0,1,1,0.68,0.6364,0.88,0.1642,0
24,7/26/11,2011,7,2,5,0,1,1,0.66,0.5909,0.89,0.0896,3
108,7/26/11,2011,7,2,6,0,1,1,0.68,0.6364,0.83,0.2239,2
288,7/26/11,2011,7,2,7,0,1,1,0.72,0.6818,0.66,0.2836,30
392,7/26/11,2011,7,2,8,0,1,1,0.74,0.6818,0.55,0.194,32
162,7/26/11,2011,7,2,9,0,1,1,0.76,0.6818,0.4,0.2239,25
96,7/26/11,2011,7,2,10,0,1,1,0.8,0.697,0.31,0.2239,42
102,7/26/11,2011,7,2,11,0,1,1,0.82,0.7121,0.3,0,49
122,7/26/11,2011,7,2,12,0,1,1,0.84,0.7273,0.28,0,25
139,7/26/11,2011,7,2,13,0,1,1,0.84,0.7273,0.32,0.2985,43
101,7/26/11,2011,7,2,14,0,1,1,0.86,0.7424,0.3,0.2836,46
114,7/26/11,2011,7,2,15,0,1,1,0.88,0.7576,0.28,0.3284,49
213,7/26/11,2011,7,2,16,0,1,1,0.86,0.7576,0.36,0.2836,41
465,7/26/11,2011,7,2,17,0,1,1,0.86,0.7576,0.36,0.3582,72
478,7/26/11,2011,7,2,18,0,1,1,0.84,0.7424,0.39,0.3881,68
329,7/26/11,2011,7,2,19,0,1,1,0.82,0.7424,0.43,0.2985,69
243,7/26/11,2011,7,2,20,0,1,1,0.8,0.7273,0.46,0.2537,47
222,7/26/11,2011,7,2,21,0,1,1,0.78,0.7121,0.49,0.2239,45
131,7/26/11,2011,7,2,22,0,1,1,0.76,0.697,0.55,0.1343,27
71,7/26/11,2011,7,2,23,0,1,1,0.76,0.7121,0.58,0.1045,18
26,7/27/11,2011,7,3,0,0,1,2,0.78,0.7121,0.52,0.1642,19
9,7/27/11,2011,7,3,1,0,1,1,0.78,0.7121,0.49,0.194,1
5,7/27/11,2011,7,3,2,0,1,1,0.76,0.697,0.52,0.2985,1
4,7/27/11,2011,7,3,3,0,1,1,0.72,0.6667,0.58,0.1642,0
3,7/27/11,2011,7,3,4,0,1,1,0.72,0.6667,0.51,0.194,1
18,7/27/11,2011,7,3,5,0,1,1,0.7,0.6515,0.54,0.2836,0
119,7/27/11,2011,7,3,6,0,1,1,0.7,0.6515,0.54,0.2239,4
313,7/27/11,2011,7,3,7,0,1,1,0.72,0.6667,0.48,0.2537,34
405,7/27/11,2011,7,3,8,0,1,1,0.74,0.6667,0.42,0.2537,28
189,7/27/11,2011,7,3,9,0,1,1,0.76,0.6667,0.35,0.2537,27
82,7/27/11,2011,7,3,10,0,1,1,0.78,0.6818,0.33,0,32
94,7/27/11,2011,7,3,11,0,1,1,0.8,0.697,0.31,0,42
132,7/27/11,2011,7,3,12,0,1,1,0.82,0.7121,0.3,0.2836,37
151,7/27/11,2011,7,3,13,0,1,1,0.84,0.7273,0.3,0.3582,29
107,7/27/11,2011,7,3,14,0,1,1,0.84,0.7273,0.28,0.2239,20
103,7/27/11,2011,7,3,15,0,1,1,0.86,0.7424,0.26,0.2537,37
228,7/27/11,2011,7,3,16,0,1,1,0.86,0.7273,0.25,0.1642,40
491,7/27/11,2011,7,3,17,0,1,1,0.84,0.7121,0.26,0.2239,81
463,7/27/11,2011,7,3,18,0,1,1,0.82,0.7121,0.28,0.1045,78
288,7/27/11,2011,7,3,19,0,1,1,0.8,0.697,0.29,0.0896,87
239,7/27/11,2011,7,3,20,0,1,1,0.76,0.6818,0.45,0.2239,55
196,7/27/11,2011,7,3,21,0,1,1,0.74,0.6667,0.48,0.1045,49
143,7/27/11,2011,7,3,22,0,1,1,0.72,0.6667,0.48,0,37
93,7/27/11,2011,7,3,23,0,1,1,0.74,0.6667,0.45,0.0896,16
31,7/28/11,2011,7,4,0,0,1,1,0.7,0.6515,0.51,0.1343,14
26,7/28/11,2011,7,4,1,0,1,1,0.72,0.6667,0.51,0,3
5,7/28/11,2011,7,4,2,0,1,1,0.72,0.6667,0.54,0.1045,2
5,7/28/11,2011,7,4,3,0,1,1,0.72,0.6667,0.54,0,0
6,7/28/11,2011,7,4,4,0,1,1,0.7,0.6515,0.61,0.1045,0
26,7/28/11,2011,7,4,5,0,1,1,0.7,0.6515,0.65,0.1045,1
110,7/28/11,2011,7,4,6,0,1,1,0.7,0.6515,0.7,0.0896,6
278,7/28/11,2011,7,4,7,0,1,1,0.72,0.6818,0.7,0.1642,27
409,7/28/11,2011,7,4,8,0,1,1,0.74,0.697,0.66,0.1642,47
189,7/28/11,2011,7,4,9,0,1,1,0.78,0.7424,0.59,0.194,21
86,7/28/11,2011,7,4,10,0,1,1,0.8,0.7576,0.55,0.2836,30
113,7/28/11,2011,7,4,11,0,1,1,0.84,0.8182,0.56,0.2836,41
151,7/28/11,2011,7,4,12,0,1,1,0.84,0.803,0.53,0.2537,35
126,7/28/11,2011,7,4,13,0,1,1,0.86,0.803,0.47,0.2537,26
111,7/28/11,2011,7,4,14,0,1,2,0.84,0.7879,0.49,0.2537,27
124,7/28/11,2011,7,4,15,0,1,1,0.86,0.8182,0.5,0.194,22
214,7/28/11,2011,7,4,16,0,1,1,0.86,0.803,0.47,0.1642,42
423,7/28/11,2011,7,4,17,0,1,1,0.84,0.803,0.53,0.194,45
428,7/28/11,2011,7,4,18,0,1,1,0.84,0.8182,0.56,0.2239,55
285,7/28/11,2011,7,4,19,0,1,1,0.82,0.803,0.59,0.194,37
229,7/28/11,2011,7,4,20,0,1,1,0.8,0.7879,0.63,0.194,41
165,7/28/11,2011,7,4,21,0,1,1,0.78,0.7576,0.66,0.2836,31
149,7/28/11,2011,7,4,22,0,1,1,0.76,0.7273,0.7,0.2537,25
95,7/28/11,2011,7,4,23,0,1,1,0.76,0.7424,0.75,0.194,28
45,7/29/11,2011,7,5,0,0,1,1,0.74,0.7121,0.79,0.1642,12
22,7/29/11,2011,7,5,1,0,1,1,0.74,0.7121,0.79,0.1343,12
10,7/29/11,2011,7,5,2,0,1,1,0.74,0.7121,0.79,0,3
9,7/29/11,2011,7,5,3,0,1,1,0.74,0.7121,0.79,0,2
4,7/29/11,2011,7,5,4,0,1,1,0.72,0.7121,0.84,0.1343,2
23,7/29/11,2011,7,5,5,0,1,1,0.72,0.7121,0.84,0,4
83,7/29/11,2011,7,5,6,0,1,2,0.72,0.7121,0.84,0,7
228,7/29/11,2011,7,5,7,0,1,2,0.74,0.7121,0.79,0.0896,26
354,7/29/11,2011,7,5,8,0,1,2,0.76,0.7727,0.77,0,30
151,7/29/11,2011,7,5,9,0,1,1,0.86,0.803,0.47,0.2537,28
69,7/29/11,2011,7,5,10,0,1,1,0.9,0.8485,0.42,0.2836,37
118,7/29/11,2011,7,5,11,0,1,1,0.92,0.8788,0.4,0.2985,43
95,7/29/11,2011,7,5,12,0,1,1,0.96,0.8636,0.31,0.2836,40
114,7/29/11,2011,7,5,13,0,1,1,0.94,0.8333,0.31,0,42
114,7/29/11,2011,7,5,14,0,1,1,0.96,0.8636,0.3,0.2239,34
129,7/29/11,2011,7,5,15,0,1,1,0.96,0.8636,0.3,0.2537,40
198,7/29/11,2011,7,5,16,0,1,1,0.96,0.8636,0.3,0.3881,35
374,7/29/11,2011,7,5,17,0,1,1,0.96,0.8636,0.3,0.2985,47
313,7/29/11,2011,7,5,18,0,1,1,0.92,0.8636,0.37,0.3284,49
219,7/29/11,2011,7,5,19,0,1,1,0.9,0.8485,0.42,0.2239,22
153,7/29/11,2011,7,5,20,0,1,1,0.86,0.7879,0.41,0.3284,53
134,7/29/11,2011,7,5,21,0,1,1,0.82,0.7576,0.46,0.1642,29
127,7/29/11,2011,7,5,22,0,1,1,0.8,0.7424,0.49,0.2239,47
90,7/29/11,2011,7,5,23,0,1,1,0.78,0.7121,0.52,0.1045,26
73,7/30/11,2011,7,6,0,0,0,1,0.76,0.697,0.55,0.194,60
75,7/30/11,2011,7,6,1,0,0,1,0.76,0.697,0.55,0.0896,15
31,7/30/11,2011,7,6,2,0,0,1,0.76,0.697,0.55,0.1045,11
25,7/30/11,2011,7,6,3,0,0,1,0.74,0.6818,0.62,0.1642,18
6,7/30/11,2011,7,6,4,0,0,1,0.72,0.6818,0.66,0.1642,4
9,7/30/11,2011,7,6,5,0,0,1,0.72,0.6818,0.7,0.2836,4
18,7/30/11,2011,7,6,6,0,0,1,0.72,0.6818,0.7,0.2985,6
39,7/30/11,2011,7,6,7,0,0,1,0.76,0.7273,0.66,0.194,3
87,7/30/11,2011,7,6,8,0,0,1,0.78,0.7424,0.59,0.2239,27
125,7/30/11,2011,7,6,9,0,0,1,0.82,0.7576,0.46,0.2985,49
182,7/30/11,2011,7,6,10,0,0,1,0.82,0.7424,0.41,0.2985,79
206,7/30/11,2011,7,6,11,0,0,1,0.84,0.7424,0.36,0.194,111
230,7/30/11,2011,7,6,12,0,0,1,0.84,0.7273,0.32,0.1642,111
183,7/30/11,2011,7,6,13,0,0,1,0.88,0.7576,0.29,0,125
193,7/30/11,2011,7,6,14,0,0,1,0.9,0.7879,0.29,0,112
189,7/30/11,2011,7,6,15,0,0,1,0.9,0.803,0.31,0.1343,113
176,7/30/11,2011,7,6,16,0,0,1,0.9,0.7879,0.27,0.2239,126
209,7/30/11,2011,7,6,17,0,0,1,0.9,0.7879,0.29,0.1045,93
207,7/30/11,2011,7,6,18,0,0,1,0.88,0.7576,0.28,0.194,92
155,7/30/11,2011,7,6,19,0,0,1,0.74,0.6515,0.33,0.2239,101
132,7/30/11,2011,7,6,20,0,0,1,0.82,0.7424,0.43,0.1343,74
123,7/30/11,2011,7,6,21,0,0,1,0.8,0.7424,0.49,0.1642,82
129,7/30/11,2011,7,6,22,0,0,1,0.78,0.7121,0.52,0.1045,80
114,7/30/11,2011,7,6,23,0,0,1,0.76,0.697,0.55,0.0896,63
80,7/31/11,2011,7,0,0,0,0,1,0.76,0.697,0.55,0.0896,33
71,7/31/11,2011,7,0,1,0,0,1,0.74,0.6818,0.62,0.0896,8
48,7/31/11,2011,7,0,2,0,0,1,0.74,0.697,0.66,0.0896,19
26,7/31/11,2011,7,0,3,0,0,1,0.74,0.697,0.66,0,24
7,7/31/11,2011,7,0,4,0,0,1,0.72,0.6818,0.7,0,6
4,7/31/11,2011,7,0,5,0,0,1,0.72,0.6818,0.69,0,4
8,7/31/11,2011,7,0,6,0,0,1,0.74,0.697,0.7,0,5
26,7/31/11,2011,7,0,7,0,0,1,0.74,0.6818,0.58,0.1343,19
88,7/31/11,2011,7,0,8,0,0,1,0.76,0.697,0.55,0.2239,54
128,7/31/11,2011,7,0,9,0,0,1,0.8,0.7424,0.49,0,55
163,7/31/11,2011,7,0,10,0,0,1,0.84,0.7424,0.36,0.1642,91
163,7/31/11,2011,7,0,11,0,0,1,0.86,0.7424,0.28,0.1642,112
192,7/31/11,2011,7,0,12,0,0,1,0.9,0.7727,0.25,0.194,146
152,7/31/11,2011,7,0,13,0,0,1,0.9,0.7727,0.24,0.1343,142
196,7/31/11,2011,7,0,14,0,0,1,0.9,0.7727,0.24,0.1642,130
184,7/31/11,2011,7,0,15,0,0,1,0.92,0.7727,0.18,0.2985,109
208,7/31/11,2011,7,0,16,0,0,1,0.92,0.7727,0.17,0.2836,98
206,7/31/11,2011,7,0,17,0,0,1,0.92,0.7727,0.16,0.1642,114
213,7/31/11,2011,7,0,18,0,0,1,0.86,0.7879,0.41,0.2836,91
187,7/31/11,2011,7,0,19,0,0,1,0.8,0.7576,0.55,0.3284,87
205,7/31/11,2011,7,0,20,0,0,1,0.8,0.7576,0.55,0.3284,70
96,7/31/11,2011,7,0,21,0,0,1,0.78,0.7424,0.59,0.2985,68
71,7/31/11,2011,7,0,22,0,0,1,0.74,0.697,0.7,0.2985,25
56,7/31/11,2011,7,0,23,0,0,1,0.74,0.697,0.66,0.2239,14
22,8/1/11,2011,8,1,0,0,1,1,0.72,0.6818,0.7,0.2239,7
12,8/1/11,2011,8,1,1,0,1,1,0.72,0.697,0.74,0.194,5
7,8/1/11,2011,8,1,2,0,1,1,0.7,0.6667,0.74,0.1045,4
4,8/1/11,2011,8,1,3,0,1,1,0.7,0.6667,0.79,0.1642,0
2,8/1/11,2011,8,1,4,0,1,1,0.66,0.6061,0.83,0.1343,2
24,8/1/11,2011,8,1,5,0,1,1,0.66,0.6061,0.83,0.1045,2
97,8/1/11,2011,8,1,6,0,1,1,0.66,0.6061,0.83,0.0896,3
258,8/1/11,2011,8,1,7,0,1,1,0.74,0.6818,0.62,0,24
347,8/1/11,2011,8,1,8,0,1,1,0.8,0.7273,0.43,0.194,35
139,8/1/11,2011,8,1,9,0,1,1,0.82,0.7424,0.41,0,27
70,8/1/11,2011,8,1,10,0,1,1,0.86,0.7576,0.36,0.1642,27
66,8/1/11,2011,8,1,11,0,1,1,0.88,0.7727,0.32,0.1642,53
115,8/1/11,2011,8,1,12,0,1,1,0.9,0.803,0.33,0.2537,53
112,8/1/11,2011,8,1,13,0,1,1,0.9,0.803,0.31,0.2985,38
86,8/1/11,2011,8,1,14,0,1,1,0.92,0.8182,0.29,0.194,37
77,8/1/11,2011,8,1,15,0,1,1,0.9,0.7879,0.27,0,52
197,8/1/11,2011,8,1,16,0,1,1,0.9,0.7879,0.27,0,34
445,8/1/11,2011,8,1,17,0,1,1,0.76,0.6818,0.45,0.2985,69
475,8/1/11,2011,8,1,18,0,1,1,0.78,0.697,0.43,0.194,68
350,8/1/11,2011,8,1,19,0,1,1,0.74,0.6667,0.51,0.2239,63
256,8/1/11,2011,8,1,20,0,1,1,0.72,0.6818,0.62,0.2239,49
178,8/1/11,2011,8,1,21,0,1,1,0.7,0.6515,0.7,0.2537,42
116,8/1/11,2011,8,1,22,0,1,1,0.7,0.6515,0.7,0.0896,21
82,8/1/11,2011,8,1,23,0,1,1,0.68,0.6364,0.74,0.194,14
18,8/2/11,2011,8,2,0,0,1,1,0.66,0.6212,0.74,0,11
8,8/2/11,2011,8,2,1,0,1,1,0.66,0.6212,0.74,0.1045,4
6,8/2/11,2011,8,2,2,0,1,1,0.68,0.6364,0.69,0,2
5,8/2/11,2011,8,2,3,0,1,1,0.66,0.6212,0.74,0.194,0
10,8/2/11,2011,8,2,4,0,1,1,0.66,0.6212,0.74,0.1045,0
17,8/2/11,2011,8,2,5,0,1,1,0.66,0.6212,0.74,0.1343,4
105,8/2/11,2011,8,2,6,0,1,1,0.68,0.6364,0.69,0.1045,12
320,8/2/11,2011,8,2,7,0,1,1,0.72,0.6667,0.61,0.2836,15
398,8/2/11,2011,8,2,8,0,1,1,0.74,0.6818,0.58,0.2836,37
182,8/2/11,2011,8,2,9,0,1,1,0.78,0.697,0.46,0.2985,31
90,8/2/11,2011,8,2,10,0,1,1,0.82,0.7273,0.36,0.2985,50
96,8/2/11,2011,8,2,11,0,1,1,0.84,0.7273,0.32,0.4179,32
112,8/2/11,2011,8,2,12,0,1,1,0.86,0.7424,0.3,0.2836,45
153,8/2/11,2011,8,2,13,0,1,1,0.86,0.7424,0.3,0.2239,50
114,8/2/11,2011,8,2,14,0,1,1,0.9,0.7727,0.25,0.2836,45
120,8/2/11,2011,8,2,15,0,1,1,0.9,0.7727,0.25,0.2836,48
216,8/2/11,2011,8,2,16,0,1,1,0.9,0.7727,0.25,0.2836,58
493,8/2/11,2011,8,2,17,0,1,2,0.9,0.7879,0.27,0.1343,63
491,8/2/11,2011,8,2,18,0,1,2,0.86,0.7576,0.34,0.194,65
369,8/2/11,2011,8,2,19,0,1,2,0.86,0.7576,0.36,0.2239,85
248,8/2/11,2011,8,2,20,0,1,2,0.82,0.7576,0.46,0.2537,40
201,8/2/11,2011,8,2,21,0,1,1,0.8,0.7424,0.52,0.2239,53
169,8/2/11,2011,8,2,22,0,1,2,0.78,0.7424,0.59,0.1642,22
103,8/2/11,2011,8,2,23,0,1,2,0.8,0.7424,0.49,0.1642,29
32,8/3/11,2011,8,3,0,0,1,2,0.8,0.7424,0.49,0.1642,11
9,8/3/11,2011,8,3,1,0,1,2,0.78,0.7121,0.52,0.1642,7
9,8/3/11,2011,8,3,2,0,1,2,0.78,0.7121,0.49,0.1642,2
4,8/3/11,2011,8,3,3,0,1,2,0.76,0.697,0.55,0.0896,0
7,8/3/11,2011,8,3,4,0,1,2,0.76,0.697,0.52,0.1642,0
22,8/3/11,2011,8,3,5,0,1,2,0.76,0.697,0.55,0.0896,2
101,8/3/11,2011,8,3,6,0,1,3,0.72,0.6818,0.66,0.4925,9
252,8/3/11,2011,8,3,7,0,1,2,0.74,0.6667,0.51,0.2239,19
408,8/3/11,2011,8,3,8,0,1,2,0.74,0.6667,0.51,0.1642,29
172,8/3/11,2011,8,3,9,0,1,2,0.74,0.6818,0.55,0.194,23
59,8/3/11,2011,8,3,10,0,1,3,0.74,0.6818,0.58,0.0896,9
93,8/3/11,2011,8,3,11,0,1,2,0.74,0.6818,0.58,0.1045,29
142,8/3/11,2011,8,3,12,0,1,3,0.76,0.697,0.55,0.1343,19
107,8/3/11,2011,8,3,13,0,1,2,0.76,0.7121,0.58,0.2239,37
104,8/3/11,2011,8,3,14,0,1,2,0.76,0.7121,0.58,0.2239,43
87,8/3/11,2011,8,3,15,0,1,2,0.7,0.6667,0.79,0.1343,31
129,8/3/11,2011,8,3,16,0,1,3,0.68,0.6364,0.79,0,21
378,8/3/11,2011,8,3,17,0,1,2,0.7,0.6667,0.79,0,47
443,8/3/11,2011,8,3,18,0,1,3,0.7,0.6667,0.84,0,49
270,8/3/11,2011,8,3,19,0,1,3,0.7,0.6667,0.84,0,51
80,8/3/11,2011,8,3,20,0,1,3,0.7,0.6667,0.84,0.1045,7
81,8/3/11,2011,8,3,21,0,1,2,0.68,0.6364,0.89,0.1343,7
66,8/3/11,2011,8,3,22,0,1,3,0.68,0.6364,0.89,0.1045,11
52,8/3/11,2011,8,3,23,0,1,2,0.68,0.6364,0.89,0.0896,4
15,8/4/11,2011,8,4,0,0,1,2,0.68,0.6364,0.89,0.0896,2
14,8/4/11,2011,8,4,1,0,1,2,0.66,0.5909,0.94,0.0896,3
5,8/4/11,2011,8,4,2,0,1,2,0.66,0.5909,0.94,0.0896,2
3,8/4/11,2011,8,4,3,0,1,3,0.66,0.5909,0.94,0.0896,0
7,8/4/11,2011,8,4,4,0,1,2,0.68,0.6364,0.89,0,0
17,8/4/11,2011,8,4,5,0,1,2,0.68,0.6364,0.89,0,3
90,8/4/11,2011,8,4,6,0,1,2,0.68,0.6364,0.89,0.2985,7
271,8/4/11,2011,8,4,7,0,1,2,0.68,0.6364,0.89,0.2985,11
369,8/4/11,2011,8,4,8,0,1,2,0.7,0.6515,0.82,0.3582,29
162,8/4/11,2011,8,4,9,0,1,1,0.72,0.697,0.74,0.3284,25
89,8/4/11,2011,8,4,10,0,1,1,0.72,0.6667,0.71,0.2985,24
112,8/4/11,2011,8,4,11,0,1,2,0.74,0.697,0.66,0.2239,37
152,8/4/11,2011,8,4,12,0,1,2,0.76,0.7121,0.62,0.2239,53
142,8/4/11,2011,8,4,13,0,1,1,0.76,0.7121,0.58,0,63
114,8/4/11,2011,8,4,14,0,1,1,0.8,0.7576,0.55,0.1642,53
115,8/4/11,2011,8,4,15,0,1,1,0.8,0.7576,0.55,0.2537,50
220,8/4/11,2011,8,4,16,0,1,1,0.76,0.7121,0.62,0.3284,70
464,8/4/11,2011,8,4,17,0,1,1,0.76,0.7121,0.62,0.3284,91
435,8/4/11,2011,8,4,18,0,1,1,0.7,0.6667,0.74,0.2985,88
301,8/4/11,2011,8,4,19,0,1,1,0.7,0.6667,0.74,0.2836,65
245,8/4/11,2011,8,4,20,0,1,2,0.7,0.6667,0.74,0.194,41
186,8/4/11,2011,8,4,21,0,1,2,0.7,0.6667,0.74,0.194,25
